,Symbol,Name,Market sector,Market segment,Profit - pre tax (m),Profit - retained (m),Turnover (m),Attributable Profit,Market segment
1859,"RMII","Rm Infrastructure Income Plc",SQQ3,SSQ3,7.76,0.07,11.16,7.74,
1860,"RMM","Rambler Metals & Mining Plc",AMQ1,ASQ1,"-6.78","-1.01",13.99,"-1.01",
1861,"RMMC","River And Mercantile Uk Micro Cap Investment Company Limited",SQQ3,SSQ3,50.68,50.68,,50.68,
1862,"RMP","Red Emperor Resources Nl",ASM8,AMSM,"-1.04","-1.04",,"-1.04",
1863,"RMV","Rightmove Plc",FS10,SET1,225.65,183.09,304.89,183.09,
1864,"RNEP","Ecofin U.s. Renewables Infrastructure Trust Plc",SQQ3,SSQ3,225.65,183.09,304.89,183.09,
1865,"RNK","Rank Group Plc",SSC5,SSMM,74.30,66.20,644.00,66.20,
1866,"RNO","Renold Plc",ASM7,AMSM,12.40,10.20,195.20,10.20,
1867,"RNWH","Renew Holdings Plc",AS50,AMSM,40.75,20.11,791.00,30.46,
1868,"ROC","Rockpool Acquisitions Plc",SQS3,SSQ3,"-0.04","-0.04",,"-0.04",
1869,"ROCK","Rockfire Resources Plc",AMQ1,ASQ1,"-0.53","-0.53",,"-0.53",
1870,"ROL","Rotala Plc",AIMP,ASX1,0.30,0.66,96.54,0.66,
1871,"ROO","Deliveroo Plc",SMEV,SSMU,0.30,0.66,96.54,0.66,
1872,"ROOF","Atrato Onsite Energy Plc",SSC6,SSMM,0.30,0.66,96.54,0.66,
1873,"ROQ","Roquefort Therapeutics Plc",SQS3,SSQ3,0.30,0.66,96.54,0.66,
1874,"ROR","Rotork Plc",F25F,STMM,105.93,4.73,569.16,80.25,
1875,"ROSE","Rose Petroleum Plc",AIMP,ASX1,"-3.01","-1.02",,"-1.02",
1876,"RPC","Rpc Group Plc",F25F,STMM,316.60,147.60,3747.70,253.40,
1877,"RPS","Rps Group Plc",ON10,SET3,12.40,5.20,560.40,5.90,
1878,"RPT","Regal Petroleum Plc",ASM6,AMSM,4.77,2.33,34.56,2.33,
1879,"RQIH","R&q Insurance Holdings Ltd",ASM7,AMSM,"-162.00","-135.70",,"-127.40",
1880,"RR.","Rolls-royce Holdings Plc",FS10,SET1,"-294.00",120.00,11218.00,120.00,
1881,"RRE","Rockrose Energy Plc",SMEX,SSMU,77.59,63.41,189.25,63.41,
1882,"RRL","Range Resources Limited",AMQ1,ASQ1,"-8.96","-9.83",7.32,"-9.83",
1883,"RRR","Red Rock Resources Plc",AMQ1,ASQ1,"-1.70","-1.62",,"-1.62",
1884,"RS1","Rs Group Plc",FS10,SET1,302.20,153.80,2553.70,230.00,
1885,"RSA","Rsa Insurance Group Ld",ON5,SET3,483.00,262.00,6546.00,345.00,
1886,"RSAB","Rsa Ins. 7te%pf",SQS3,SSQ3,483.00,262.00,6546.00,345.00,
1887,"RSE","Riverstone Energy Limited",SSC4,SSMM,252.86,252.86,,252.86,
1888,"RSG","Resolute Mining Limited",SMEV,SSMU,"-3.62",8.98,339.57,8.98,
1889,"RST","Restore Plc",AMQ1,ASQ1,23.00,11.50,234.30,11.50,
1890,"RSW","Renishaw Plc",F25F,STMM,139.44,101.27,565.56,111.46,
1891,"RTC","Rtc Group Plc",AIMP,ASX1,0.87,0.67,81.36,0.67,
1892,"RTN","Restaurant Group Plc",SSC5,SSMM,"-32.90","-38.30",636.60,"-38.30",
1893,"RTO","Rentokil Initial Plc",FS10,SET1,325.10,124.50,2956.60,263.20,
1894,"RTWG","Rtw Venture Fund Limited",ON15,SET3,325.10,124.50,2956.60,263.20,
1895,"RUA","Rua Life Sciences Plc",AIMP,ASX1,"-2.36","-2.07",1.62,"-2.07",
1896,"RUR","Rurelec Plc",AIMP,ASX1,"-3.63","-3.63",,"-3.63",
1897,"RWA","Robert Walters Plc",SSC5,SSMM,50.20,21.60,970.70,33.50,
1898,"RWI","Renewi Plc",SSC5,SSMM,80.61,62.75,1574.46,62.75,
1899,"RWS","Rws Holdings Plc",AE50,AMSM,55.00,5.20,694.50,41.20,
1900,"RYA","Ryanair Holdings Plc",SMEU,SSMU,"-429.80","-240.80",4800.90,"-240.80",
1901,"S247","Smarttech247 Group Plc",AMQ1,ASQ1,"-429.80","-240.80",4800.90,"-240.80",
1902,"S32","South32 Limited",SMEU,SSMU,30.37,19.52,3959.15,102.67,
1903,"SAA","M&c Saatchi Plc",ASM6,AMSM,21.63,12.76,394.58,12.76,
1904,"SAAB","M&c Saatchi Plc",AIMN,ASXN,21.63,12.76,394.58,12.76,
1905,"SAAC","M&c Saatchi Plc",AIMN,ASXN,21.63,12.76,394.58,12.76,
1906,"SAAD","M&c Saatchi Plc",AIMN,ASXN,21.63,12.76,394.58,12.76,
1907,"SAAE","M&c Saatchi Plc",AIMN,ASXN,21.63,12.76,394.58,12.76,
1908,"SAAS","Microlise Group Plc",AMQ1,ASQ1,0.00,"-2.22",88.17,"-2.22",
1909,"SAE","Simec Atlantis Energy Limited",AMQ1,ASQ1,"-74.08","-67.62",7.51,"-67.62",
1910,"SAF","Safeland",AIMP,ASX1,2.39,2.00,2.90,2.15,
1911,"SAFE","Safestore Holdings Plc",F25F,STMM,404.60,339.40,186.80,382.00,
1912,"SAG","Science Group Plc",AIMP,ASX1,10.93,93.97,81.22,95.61,
1913,"SAGA","Saga Plc",SSC5,SSMM,"-300.90","-338.60",797.30,"-312.80",
1914,"SAIN","Scottish American Investment Co. Plc",F25T,STMM,24.33,0.78,27.98,21.82,
1915,"SAL","Spaceandpeople Plc",AMQ1,ASQ1,0.08,0.18,4.02,0.18,
1916,"SALV","Salvarx Group Plc",AMQ1,ASQ1,"-0.55",0.34,,0.34,
1917,"SANB","Sant Uk.8fepf",SQSL,SSX3,"-0.55",0.34,,0.34,
1918,"SAR","Sareum Holdings Plc",AIMP,ASX1,"-1.72","-1.50",,"-1.50",
1919,"SAV","Savannah Resources Plc",AMQ1,ASQ1,"-3.52","-3.52",,"-3.52",
1920,"SAVE","Savannah Energy Plc",ASM6,AMSM,"-5.73",12.65,137.39,12.65,
1921,"SAVP","Savannah Petroleum Plc",ASM6,AMSM,"-19.30","-19.23",,"-19.23",
1922,"SBDS","Silver Bullet Data Services Group Plc",AMQ1,ASQ1,"-8.57","-8.57",3.81,"-8.57",
1923,"SBI","Sourcebio International Plc",AMQ1,ASQ1,2.79,2.99,50.74,2.99,
1924,"SBO","Schroder British Opportunities Trust Plc",SQQ3,SSQ3,2.79,2.99,50.74,2.99,
1925,"SBRE","Sabre Insurance Group Plc",SSC5,SSMM,37.20,"-8.25",152.66,30.14,
1926,"SBRY","Sainsbury (j) Plc",FS10,SET1,854.00,439.00,29895.00,677.00,
1927,"SBSI","Schroder Bsc Social Impact Trust Plc",SQQ3,SSQ3,0.44,0.44,,0.44,
1928,"SBTX","Skinbiotherapeutics Plc",AMQ1,ASQ1,"-1.50","-1.43",,"-1.43",
1929,"SCAM","Scottish American Investment Co. Plc",SSC6,SSMM,17.76,0.47,21.74,16.23,
1930,"SCE","Surface Transforms Plc",AIMP,ASX1,"-4.58","-3.95",2.37,"-3.95",
1931,"SCF","Schroder Income Growth Fund Plc",SSC6,SSMM,8.37,"-0.35",9.43,8.37,
1932,"SCGL","Sealand Capital Galaxy Limited",SQS3,SSQ3,"-1.03","-0.94",0.18,"-0.94",
1933,"SCH","Safecharge International Group Limited",AMQ1,ASQ1,21.31,"-2.75",108.63,18.25,
1934,"SCHO","Scholium Group Plc",AMQ1,ASQ1,0.49,0.18,8.13,0.18,
1935,"SCIN","Scottish Investment Trust Plc",SSC6,SSMM,17.68,"-0.40",21.76,15.51,
1936,"SCIR","Scirocco Energy Plc",AMQ1,ASQ1,0.36,"-3.69",,"-3.69",
1937,"SCLP","Scancell Holdings Plc",AMQ1,ASQ1,"-16.80","-15.48",,"-15.48",
1938,"SCP","Schroder Uk Mid Cap Fund Plc",SSC6,SSMM,5.32,"-1.22",6.45,5.32,
1939,"SCPA","Scapa Group Plc",ASM6,AMSM,14.90,4.50,311.80,8.20,
1940,"SCRF","Sme Credit Realisation Fund Limited",ON15,SET3,15.38,15.38,9.71,15.38,
1941,"SCS","Scs Group Plc",ON10,SET3,22.67,17.93,324.52,19.06,
1942,"SCT","Softcat Plc",F25F,STMM,118.97,35.37,1156.67,96.19,
1943,"SDG","Sanderson Design Group Plc",AMQ1,ASQ1,10.36,7.76,112.20,7.76,
1944,"SDI","Sdi Group Plc",AMQ1,ASQ1,9.88,7.54,49.66,7.54,
1945,"SDL","Sdl Plc",F25T,STMM,27.00,13.30,376.30,19.60,
1946,"SDP","Schroder Asiapacific Fund Plc",F25F,STMM,17.45,"-0.16",20.78,16.08,
1947,"SDR","Schroders Plc",FS10,SET1,764.10,295.40,2959.50,623.80,
1948,"SDRC","Schroders Plc",SMEU,SSMU,123.10,"-10.00",935.80,76.70,
1949,"SDRY","Superdry Plc",SSC5,SSMM,"-36.70","-36.10",556.10,"-36.10",
1950,"SDV","Chelverton Uk Dividend Trust Plc",SQQ3,SSQ3,1.30,"-0.79",,1.28,
1951,"SDVP","Sdv 2025 Zdp",SQS3,SSQ3,2.12,2.08,,2.08,
1952,"SDX","Sdx Energy Plc",AMQ1,ASQ1,"-12.62","-17.71",39.83,"-17.71",
1953,"SDY","Speedy Hire Plc",SSC5,SSMM,29.10,10.10,386.80,21.40,
1954,"SEC","Strategic Equity Capital Plc",SSC6,SSMM,0.85,0.06,2.38,0.85,
1955,"SECG","Sec Newgate S.p.a.",AMQ1,ASQ1,1.08,"-0.08",40.24,"-0.08",
1956,"SECN","Sec Newgate S.p.a.",AMQ1,ASQ1,2.71,0.72,58.21,0.72,
1957,"SED","Saietta Group Plc",AMQ1,ASQ1,2.71,0.72,58.21,0.72,
1958,"SEE","Seeing Machines Limited",ASM6,AMSM,"-9.04","-9.44",25.57,"-9.44",
1959,"SEED","Seed Innovations Limited",AIMP,ASX1,"-4.56","-4.51",,"-4.51",
1960,"SEEN","Seeen Plc",AMQ1,ASQ1,"-2.60","-2.36",6.31,"-2.36",
1961,"SEFA","Shefa Gems Ltd",SQS3,SSQ3,"-62.67","-62.67",,"-62.67",
1962,"SEIT","Sdcl Energy Efficiency Income Trust Plc",F25S,STMM,79.76,79.76,88.76,79.76,
1963,"SENS","Sensyne Health Plc",AMQ1,ASQ1,"-28.44","-27.46",9.10,"-27.46",
1964,"SENX","Serinus Energy Plc",AMQ1,ASQ1,6.54,4.41,29.57,4.41,
1965,"SEPL","Seplat Energy Plc",SMEU,SSMU,131.14,50.60,542.17,104.85,
1966,"SEQI","Sequoia Economic Infrastructure Income Fund Limited",F25F,STMM,62.72,"-42.97",,62.72,
1967,"SERE","Schroder European Real Estate Investment Trust Plc",SSC5,SSMM,8.04,"-1.97",14.54,5.36,
1968,"SFE","Safestyle Uk Plc",ASM7,AMSM,5.96,4.78,143.25,4.78,
1969,"SFI","Sagicor Financial Corporation Limited",SQSL,SSX3,114.90,16.91,1163.90,28.64,
1970,"SFOR","S4 Capital Plc",SMEU,SSMU,"-55.65","-56.72",686.60,"-56.72",
1971,"SFR","Severfield Plc",SSC5,SSMM,21.00,6.37,403.56,15.60,
1972,"SGC","Stagecoach Group Plc",ON10,SET3,39.30,17.60,1176.50,17.60,
1973,"SGE","Sage Group Plc",FS10,SET1,347.00,96.00,1846.00,285.00,
1974,"SGEM","Scotgems Plc",SQQ3,SSQ3,1.32,1.04,2.06,1.04,
1975,"SGI","Stanley Gibbons Group Plc",AIMP,ASX1,2.51,"-3.61",13.18,"-3.61",
1976,"SGM","Sigma Capital Group Plc",AIMP,ASX1,3.23,2.55,7.95,2.55,
1977,"SGN","Solgenics Limited",AMQ1,ASQ1,3.23,2.55,7.95,2.55,
1978,"SGR","Shore Capital Group Limited",AMQ1,ASQ1,4.07,0.57,43.33,2.73,
1979,"SGRO","Segro Plc",FS10,SET1,4355.00,3880.00,546.00,4060.00,
1980,"SGZ","Scotgold Resources Limited",AMQ1,ASQ1,"-3.60","-3.60",,"-3.60",
1981,"SHB","Shaftesbury Plc",F25F,STMM,"-194.90","-194.90",112.70,"-194.90",
1982,"SHC","Shaftesbury Capital Plc",F25F,STMM,"-194.90","-194.90",112.70,"-194.90",
1983,"SHED","Urban Logistics Reit Plc",F25T,STMM,171.77,150.12,37.81,171.77,
1984,"SHEL","Shell Plc",FE10,SET1,22057.73,10240.22,193375.06,14864.14,
1985,"SHG","Shanta Gold Limited",AMQ1,ASQ1,0.74,"-6.76",76.59,"-4.56",
1986,"SHH","Safe Harbour Holdings Plc",AMQ1,ASQ1,"-2.32","-2.32",,"-2.32",
1987,"SHI","Sig Plc",SSC5,SSMM,"-15.90","-28.30",2291.40,"-28.30",
1988,"SHOE","Shoe Zone Plc",AMQ1,ASQ1,9.46,7.01,119.14,7.01,
1989,"SHPP","Tufton Oceanic Assets Limited",SFQQ,SFM2,9.46,7.01,119.14,7.01,
1990,"SHRE","Share Plc",AIMP,ASX1,"-0.02","-0.62",21.04,"-0.07",
1991,"SHRS","Shires Income Plc",ON15,SET3,4.45,0.19,5.24,4.38,
1992,"SIA","Soco International Plc",SSC5,SSMM,62.81,3.45,137.31,21.72,
1993,"SIG","Signature Aviation Plc",ON5,SET3,"-17.70","-7.02",1034.15,"-7.02",
1994,"SIGB","Sherborne Investors (guernsey) B Limited",SFQQ,SFM2,"-9.76","-11.80",,"-9.76",
1995,"SIGC","Sherborne Investors (guernsey) C Limited",SFML,SFM1,"-9.76","-11.80",,"-9.76",
1996,"SIM","Simigon Ltd.",AIMP,ASX1,"-1.59","-1.56",2.36,"-1.56",
1997,"SIR","Secure Income Reit Plc",AE50,AMSM,196.80,150.30,122.40,199.60,
1998,"SIS","Science In Sport Plc",AMQ1,ASQ1,"-5.34","-6.87",62.54,"-6.87",
1999,"SIT","Sanditon Investment Trust Plc",ON15,SET3,0.39,0.34,0.73,0.34,
2000,"SIV","Sivota Plc",SQS3,SSQ3,"-0.37","-0.37",,"-0.37",
2001,"SIXH","600 Group Plc",AMQ1,ASQ1,1.12,"-1.80",53.55,"-1.80",
2002,"SJG","Schroder Japan Growth Fund Plc",SSC6,SSMM,6.13,"-0.47",,5.40,
2003,"SKG","Smurfit Kappa Group Plc",FS10,SET1,767.80,317.04,8499.60,571.01,
2004,"SKIN","Integumen Plc",AMQ1,ASQ1,"-2.40","-2.27",0.82,"-2.27",
2005,"SKL","Skillcast Group Plc",AMQ1,ASQ1,0.06,0.38,8.41,0.38,
2006,"SLE","San Leon Energy Plc",ASM6,AMSM,34.89,34.24,4.83,34.24,
2007,"SLFR","Slf Realisation Fund Limited",ON10,SET3,15.06,1.80,21.07,1.80,
2008,"SLFX","Slf Realisation Fund Limited",ON10,SET3,15.06,1.80,21.07,1.80,
2009,"SLN","Silence Therapeutics Plc",AE50,AMSM,"-22.87","-19.58",0.24,"-19.58",
2010,"SLNG","Slingsby (h.c.) Plc",AIMP,ASX1,1.11,0.95,21.81,0.95,
2011,"SLP","Sylvania Platinum Limited",AMQ1,ASQ1,103.54,72.16,149.02,72.16,
2012,"SMD","Spectral Md Holdings Ltd",AIMP,ASX1,"-4.25","-5.41",15.17,"-5.41",
2013,"SMDS","Smith (ds) Plc",FS10,SET1,378.00,280.00,7241.00,280.00,
2014,"SMIF","Twentyfour Select Monthly Income Fund Limited",SSC6,SSMM,24.98,12.91,12.86,24.98,
2015,"SMIN","Smiths Group Plc",FS10,SET1,240.00,100.00,2406.00,285.00,
2016,"SMJ","Smart (j.) & Co. (contractors) Plc",SQQ3,SSQ3,14.87,9.61,10.41,10.97,
2017,"SML","Strategic Minerals Plc",AMQ1,ASQ1,0.19,0.12,1.93,0.12,
2018,"SMP","St.modwen Properties Plc",ON5,SET3,"-139.40","-124.00",342.10,"-121.60",
2019,"SMRT","Smartspace Software Plc",AMQ1,ASQ1,"-2.56","-2.56",5.14,"-2.56",
2020,"SMS","Smart Metering Systems Plc",AS50,AMSM,8.29,"-25.27",108.48,3.79,
2021,"SMT","Scottish Mortgage Investment Trust Plc",FS10,SET1,16.44,"-33.19",23.26,16.58,
2022,"SMTP","Summit Properties Limited",AMQ1,ASQ1,334.22,249.36,77.28,263.33,
2023,"SMV","Smoove Plc",ASM7,AMSM,"-5.37","-5.12",19.17,"-5.12",
2024,"SMWH","Wh Smith Plc",F25F,STMM,"-116.00","-82.00",886.00,"-82.00",
2025,"SN.","Smith & Nephew Plc",FS10,SET1,433.33,144.20,3854.13,387.48,
2026,"SND","Sondrel (holdings) Plc",AMQ1,ASQ1,3.23,1.35,32.05,3.03,
2027,"SNG","Synairgen Plc",ASM6,AMSM,"-57.86","-48.66",,"-48.66",
2028,"SNN","Sanne Group Plc",ON5,SET3,20.53,"-4.42",174.87,16.17,
2029,"SNR","Senior Plc",F25T,STMM,23.70,24.20,658.70,24.20,
2030,"SNT","Sabien Technology Group Plc",AIMP,ASX1,"-0.51","-0.51",0.97,"-0.51",
2031,"SNWS","Smiths News Plc",ON10,SET3,30.60,26.20,1109.60,26.20,
2032,"SNX","Synectics Plc",AIMP,ASX1,"-0.60","-0.48",43.59,"-0.48",
2033,"SO4","Salt Lake Potash Limited",AMQ1,ASQ1,"-3.92","-2.88",,"-2.88",
2034,"SOG","Statpro Group Plc",AIMP,ASX1,"-0.99","-2.44",54.84,"-0.53",
2035,"SOHO","Triple Point Social Housing Reit Plc",SSC5,SSMM,28.41,"-18.08",33.12,2.84,
2036,"SOI","Schroder Oriental Income Fund Limited",F25T,STMM,29.68,"-0.01",32.40,27.68,
2037,"SOLG","Solgold Plc",SMEU,SSMU,"-7.25","-7.84",,"-7.84",
2038,"SOLI","Solid State Plc",AIMP,ASX1,3.50,1.07,85.00,2.52,
2039,"SOLO","Solo Oil Plc",AMQ1,ASQ1,"-2.56","-2.56",,"-2.56",
2040,"SOM","Somero Enterprise Inc.",AMQ1,ASQ1,7.24,9.18,98.60,25.76,
2041,"SONC","Hipgnosis Songs Fund Limited",ON10,SET3,7.24,9.18,98.60,25.76,
2042,"SONG","Hipgnosis Songs Fund Limited",F25S,STMM,"-12.70","-78.91",152.42,"-14.79",
2043,"SOP","Spinnaker Opportunities Plc",SQS3,SSQ3,"-0.36","-0.36",,"-0.36",
2044,"SOPH","Sophos Group Plc",ON5,SET3,41.16,2.30,545.74,20.66,
2045,"SOS","Sosandar Plc",AMQ1,ASQ1,"-0.55","-0.14",29.46,"-0.14",
2046,"SOU","Sound Energy Plc",AMQ1,ASQ1,2.46,3.60,,3.60,
2047,"SOUC","Southern Energy Corp.",AMQ1,ASQ1,9.66,10.00,19.94,10.00,
2048,"SPA","1spatial Plc",AIMP,ASX1,0.22,0.18,27.03,0.18,
2049,"SPAQ","Spinnaker Acquisitions Plc",SQS3,SSQ3,0.22,0.18,27.03,0.18,
2050,"SPC","U.k. Spac Plc",AMQ1,ASQ1,"-0.42","-6.88",,"-6.88",
2051,"SPD","Sports Direct International Plc",F25F,STMM,77.50,24.50,3359.50,24.50,
2052,"SPDI","Secure Property Development & Investment Plc",AMQ1,ASQ1,0.20,"-0.40",0.88,"-0.40",
2053,"SPE","Sopheon Plc",AMQ1,ASQ1,1.23,0.36,34.36,0.82,
2054,"SPEC","Inspecs Group Plc",AMQ1,ASQ1,"-6.75","-4.02",182.26,"-4.02",
2055,"SPI","Spire Healthcare Group Plc",F25F,STMM,"-231.00","-233.90",919.90,"-233.90",
2056,"SPMU","Spiritus Mundi Plc",SQS3,SSQ3,"-231.00","-233.90",919.90,"-233.90",
2057,"SPO","Sportech Plc",ASM7,AMSM,"-10.57","-12.83",19.97,"-12.83",
2058,"SPPC","St Peter Port Capital Limited",AIMP,ASX1,"-0.58","-0.90",,"-0.90",
2059,"SPR","Springfield Properties Plc",AMQ1,ASQ1,9.74,4.56,144.45,7.65,
2060,"SPSC","Spectra Systems Corporation",AMSR,ASX1,"-0.41","-0.77",5.77,"-0.77",
2061,"SPSY","Spectra Systems Corporation",AIMP,ASX1,4.39,3.82,12.27,3.82,
2062,"SPT","Spirent Communications Plc",F25T,STMM,76.61,4.14,425.94,65.96,
2063,"SPX","Spirax-sarco Engineering Plc",FS10,SET1,314.50,143.60,1344.50,234.60,
2064,"SQN","Sqn Asset Finance Income Fund Limited",SSC7,SSMM,14.48,14.48,39.70,14.48,
2065,"SQNX","Sqn Asset Finance Income Fund Limited",SSC6,SSMM,14.48,14.48,39.70,14.48,
2066,"SQZ","Serica Energy Plc",AS50,AMSM,99.91,58.64,380.19,58.64,
2067,"SRAD","Stelrad Group Plc",ON15,SET3,99.91,58.64,380.19,58.64,
2068,"SRB","Serabi Gold Plc",AIMP,ASX1,9.88,7.36,46.69,7.36,
2069,"SRC","Sigmaroc Plc",AS50,AMSM,"-2.27","-7.56",271.99,"-7.56",
2070,"SRE","Sirius Real Estate Ld",F25T,STMM,142.29,98.60,177.04,124.56,
2071,"SREI","Schroder Real Estate Investment Trust Limited",SSC6,SSMM,89.37,75.47,23.86,89.37,
2072,"SRES","Sunrise Resources Plc",AIMP,ASX1,"-0.37","-0.34",,"-0.34",
2073,"SRO","Spitfire Oil Limited",AIMP,ASX1,"-0.76","-0.76",0.04,"-0.76",
2074,"SRP","Serco Group Plc",F25F,STMM,192.20,277.40,4424.60,303.90,
2075,"SRSP","Sirius Petroleum Plc",AMQ1,ASQ1,"-2.27","-2.27",,"-2.27",
2076,"SRT","Srt Marine Systems Plc",AMQ1,ASQ1,"-6.81","-5.84",8.17,"-5.84",
2077,"SSE","Sse Plc",FS10,SET1,3482.20,2524.80,8608.20,3031.40,
2078,"SSIF","Secured Income Fund Plc",SFQQ,SFM2,"-13.03","-16.11",4.01,"-11.02",
2079,"SSIT","Seraphim Space Investment Trust Plc",SSC6,SSMM,"-13.03","-16.11",4.01,"-11.02",
2080,"SSON","Smithson Investment Trust Plc",F25T,STMM,"-5.85","-8.39",21.64,"-8.39",
2081,"SSPG","Ssp Group Plc",F25F,STMM,"-411.20","-428.00",834.20,"-357.30",
2082,"SST","Scottish Oriental Smaller Companies Trust Plc",SSC5,SSMM,3.20,"-0.74",6.87,2.55,
2083,"SSTY","Safestay Plc",AMQ1,ASQ1,"-9.54","-7.34",6.42,"-7.34",
2084,"SSY","Scisys Group Plc",AMQ1,ASQ1,1.99,0.78,58.41,1.44,
2085,"STA","Star Phoenix Group Ltd",AMQ1,ASQ1,"-1.01","-3.30",,"-3.30",
2086,"STAF","Staffline Group Plc",ASM7,AMSM,"-0.10",1.20,942.70,1.20,
2087,"STAN","Standard Chartered Plc",FE10,SET1,2475.02,1711.88,7576.64,1711.88,
2088,"STB","Secure Trust Bank Plc",SSC5,SSMM,56.00,45.60,180.00,45.60,
2089,"STCK","Stock Spirits Group Plc",ON10,SET3,27.10,1.42,309.50,17.75,
2090,"STCM","Steppe Cement Ltd",AIMP,ASX1,9.58,"-7.60",54.69,0.82,
2091,"STEM","Sthree Plc",F25T,STMM,60.16,35.37,1330.73,41.98,
2092,"STG","Strip Tinning Holdings Plc",AMQ1,ASQ1,"-1.06","-0.82",11.15,"-0.82",
2093,"STHP","Stranger Holdings Plc",SQS3,SSQ3,"-0.43","-0.43",,"-0.43",
2094,"STJ","St. James\'s Place Plc",FS10,SET1,842.40,287.60,,286.70,
2095,"STK","Streaks Gaming Plc",SQS3,SSQ3,"-1.07","-1.07",0.20,"-1.07",
2096,"STL","Stilo International Plc",AIMP,ASX1,0.14,0.05,1.49,0.18,
2097,"STM","Stm Group Plc",AIMP,ASX1,1.20,0.89,22.36,1.75,
2098,"STOB","Stobart Group Ld",SSC5,SSMM,"-157.98","-149.02",170.18,"-137.90",
2099,"STR","Stride Gaming Plc",AMQ1,ASQ1,"-0.08","-6.76",85.48,"-4.71",
2100,"STRL","Stirling Industries Plc",AMQ1,ASQ1,"-4.33","-4.33",,"-4.33",
2101,"STS","Securities Trust Of Scotland Plc",SSC6,SSMM,7.66,0.50,9.11,7.04,
2102,"STU","Studio Retail Group Plc",ON10,SET3,42.73,33.61,462.30,33.61,
2103,"STVG","Stv Group Plc",SSC6,SSMM,20.10,15.00,144.50,19.40,
2104,"STX","Shield Therapeutics Plc",AMQ1,ASQ1,"-19.57","-17.94",1.52,"-17.94",
2105,"SUH","Sutton Harbour Group Plc",AIMP,ASX1,0.56,"-0.26",7.19,"-0.26",
2106,"SUMM","Summit Therapeutics Plc",AIMP,ASX1,5.04,7.54,43.11,7.54,
2107,"SUMO","Sumo Group Plc",ASM6,AMSM,0.86,1.64,68.95,1.64,
2108,"SUN","Surgical Innovations Group Plc",AIMP,ASX1,"-0.58","-0.46",9.13,"-0.46",
2109,"SUP","Supreme Plc",AMQ1,ASQ1,16.33,11.18,130.79,13.75,
2110,"SUPP","Schroder Uk Public Private Trust Plc",SSC5,SSMM,"-5.32","-5.32",,"-5.32",
2111,"SUPR","Supermarket Income Reit Plc",F25T,STMM,81.96,81.96,,81.96,
2112,"SUR","Sureserve Group Plc",AMQ1,ASQ1,13.78,11.35,244.01,11.35,
2113,"SURE","Sure Ventures Plc",SFQQ,SFM2,"-0.29","-0.29",0.09,"-0.29",
2114,"SUS","S & U Plc",SSC5,SSMM,47.02,25.72,87.89,37.98,
2115,"SVCT","Seneca Growth Capital Vct Plc",SQQ3,SSQ3,"-0.06","-0.06",,"-0.06",
2116,"SVE","Starvest Plc",AIMP,ASX1,"-3.86","-3.53",,"-3.53",
2117,"SVM","Svm Uk Emerging Fund Plc",SQQ3,SSQ3,"-0.11","-0.11",0.05,"-0.11",
2118,"SVML","Sovereign Metals Limited",AMQ1,ASQ1,"-0.11","-0.11",0.05,"-0.11",
2119,"SVS","Savills Plc",F25F,STMM,183.10,113.90,2147.00,146.20,
2120,"SVT","Severn Trent Plc",FS10,SET1,274.10,,1943.30,"-87.20",
2121,"SWEF","Starwood European Real Estate Finance Limited",SSC6,SSMM,19.39,"-4.22",,19.29,
2122,"SWG","Shearwater Group Plc",AMQ1,ASQ1,0.71,"-0.22",27.29,"-0.22",
2123,"SWL","Swallowfield Plc",AMQ1,ASQ1,4.52,2.58,73.94,3.54,
2124,"SXS","Spectris Plc",F25F,STMM,388.60,267.90,1292.00,346.90,
2125,"SXX","Sirius Minerals Plc",ON25,SET3,"-13.50","-12.50",,"-12.50",
2126,"SYM","Symphony Environmental Technologies Plc",AIMP,ASX1,"-1.53","-1.41",9.16,"-1.41",
2127,"SYME","Supply@me Capital Plc",SQS3,SSQ3,"-12.15","-12.49",0.54,"-12.49",
2128,"SYN","Synergia Energy Ltd",AIMP,ASX1,"-12.15","-12.49",0.54,"-12.49",
2129,"SYNA","Synnovia Plc",AIMN,ASXN,"-12.15","-12.49",0.54,"-12.49",
2130,"SYNC","Syncona Limited",F25F,STMM,15.54,15.54,25.39,15.54,
2131,"SYNT","Synthomer Plc",F25F,STMM,283.90,135.20,2329.50,208.70,
2132,"SYS","Sysgroup Plc",AMQ1,ASQ1,0.60,0.45,14.75,0.45,
2133,"SYS1","System1 Group Plc",AIMP,ASX1,0.94,0.96,24.10,0.96,
2134,"TALK","Talktalk Telecom Group Plc",ON5,SET3,131.00,"-125.00",1569.00,1530.00,
2135,"TAM","Tatton Asset Management Plc",AS50,AMSM,11.28,9.24,29.36,9.24,
2136,"TAN","Tanfield Group Plc",ASM7,AMSM,"-0.51","-0.51",,"-0.51",
2137,"TAP","Taptica International Ltd",AMQ1,ASQ1,21.30,12.67,217.11,17.66,
2138,"TAST","Tasty Plc",AIMP,ASX1,1.19,1.19,34.91,1.19,
2139,"TATE","Tate & Lyle Plc",F25F,STMM,42.00,2216.00,1375.00,2360.00,
2140,"TAVI","Tavistock Investments Plc",AMQ1,ASQ1,0.95,0.79,28.71,0.79,
2141,"TBCG","Tbc Bank Group Plc",F25F,STMM,53.86,47.43,121.88,47.43,
